query,lat,lon
"Navua, Viti Levu Island, Fiji",,
"Viti Levu Island, Fiji",-17.7933831,177.9782252
"Nassau, New Providence Island, New Providence District, Bahamas",,
"16 km west of Digby Gut, Bay of Fundy, Canada",,
"Bay of Fundy, Canada",44.8512466,-66.1977817
"Off Ocean City, Cape May County, New Jersey, United States",,
"Nabukeru, Yasawa Islands, Fiji",,
"Fort Mills, Manila, Philippines",,
"Manila, Philippines",14.5904492,120.9803621
"1 mile off Mala Wharf, Lahaina, Maui, Hawaii, United States",,
"Calliope River, Queensland, Australia",-24.0176542,150.9712116
"Ipswich, Queensland, Australia",-27.6160323,152.7608348
"Frankston, Victoria, Australia",-38.1457064,145.1263742
"Descano Point, Baja California, Mexico",,
"East Beach, Kingston, Kingston Parish, Jamaica",,
"Municipal Beach, West Palm Beach, Palm Beach County, Florida, United States",,
"Vedado Baths, Miramar, Havana, Havana Province, Cuba",,
"1 mile ESE of Navesink, Monmouth County, New Jersey, United States",,
"Miramar subdivision, Havana, Havana Province, Cuba",,
"Miramar, Havana, Havana Province, Cuba",,
"Off Brownsville, Texas, United States",,
"Sandy Hook (ocean side), Monmouth County, New Jersey, United States",,
"Port Douglas, Queensland, Australia",-16.4845983,145.4636294
"Tamavua River, Viti Levu Island, Fiji",,
"Pearl Harbor, O'ahu, Hawaii, United States",,
"Bakurköy, Istanbul, Turkey",,
"Encounter Bay, South Australia, Australia",-35.57341,138.75155
"Yeppoon, near Ross Creek, Queensland, Australia",,
"Niuafo'ou Island, Niua, Tonga",,
"Niua, Tonga",-15.5947232,-175.6393167
"Homebush Bay, Parramatta River, Sydney, New South Wales, Australia",,
"Sailor Bay, Middle Harbour, Sydney, New South Wales, Australia",,
"Rosebud, Victoria, Australia",-38.3710325,144.9095115
"St. Helena Island, Moreton Bay, Queensland, Australia",-27.387429,153.2352829
"Black River, Honduras",,
Honduras,15.2572432,-86.0755145
"El Escabonal, Tenerife, Canary Islands, Spain",,
"LaPlaya Beach / Vedado, Havana, Havana Province, Cuba",,
"High Island, Texas, United States",29.5669502,-94.3935328
"Yeşilköy, Turkey",40.9626544,28.824857
"Off Porto Limon, Limón Province, Costa Rica",,
"Limón Province, Costa Rica",10.0999089,-83.3431873
"Bashee River, Eastern Cape Province, South Africa",-32.0854472,28.647254
"Middle Brighton, Port Phillip, Victoria, Australia",,
"Onslow, Western Australia, Australia",-21.6382467,115.1134438
"Panuco River Mouth, Veracruz, Mexico",,
"Veracruz, Mexico",19.333333,-96.666667
"Two miles from shore in Tamarind Bay, Mauritius",,
"North End Beach, Port Elizabeth, Eastern Cape Province, South Africa",,
"White Bay, near Bald Rock Jetty, Sydney Harbor, New South Wales, Australia",,
"Collaroy, New South Wales, Australia",-33.7382194,151.2996618
"Nikumaroro Island, Phoenix Islands, Kiribati",-4.6756463,-174.53741
"Cienfuegos, Cienfuegos Province, Cuba",,
"Cienfuegos Province, Cuba",,
"Near Badu Island, Torres Strait, Australia",,
"Nasareth Beach, Valencia, Spain",,
"Fort Moultrie, South Carolina, United States",32.7597937,-79.8577747
"Tampico, Tamaulipas, Mexico",22.2701096,-97.8948674
"Tarrafal, Santiago Island, Cape Verde",,
"Santiago Island, Cape Verde",15.1200758,-23.6348181
"Fort Pierce, St Lucie County, Florida, United States",27.4467056,-80.3256056
"Bribie Passage, Caloundra, Queensland, Australia",,
"Badu Island, Torres Strait, Australia",-10.1209613,142.1407291
"Sea Spray, Palm Beach, Florida, United States",,
"Near Dauan Island, Torres Strait, Australia",,
"Ardrossan, South Australia, Australia",-34.424675,137.915867
"Glenelg, Western Australia, Australia",-15.6159154,124.9309344
"Alma Bay, Magnetic Island, Townsville, Queensland, Australia",,
"Miranda Head, Hauriki Gulf, North Island, New Zealand",,
"San Stefano, Turkey",,
"Suva Harbor, Viti Levu Island, Fiji",,
"Sydney Harbor, New South Wales, Australia",-33.8521165,151.2107812
"Indian River area, Florida, United States",26.7764577,-80.2627021
"Garden Island, Sydney, New South Wales, Australia",-33.863894,151.2264924
"Seabright, Monmouth County, New Jersey, United States",40.3652348,-73.9730408
"Taboga Island Bay, Gulf of Panama, Panama",,
"Corpus Christi, Texas, United States",27.7635302,-97.4033191
"Off shore, New Jersey, United States",,
"Viareggio, Tuscany, Italy",43.8672392,10.2506055
"Barrow Point, 100 miles north of Cooktown, Queensland, Queensland, Australia",,
"Coal wharf, Port Royal, Kingston Parish, Jamaica",,
"Graceville, Queensland, Australia",-27.5214645,152.9814787
"Cooks Hill, Newcastle, New South Wales, Australia",-32.9316667,151.7677778
"Near Barrow Point, Queensland, Torres Strait, Australia",,
"Near Puntarenas, Costa Rica",,
"Deliverance Island, Torres Strait, Australia",-9.5193359,141.5711756
"Salt Vlei, Port Alfred, Eastern Cape Province, South Africa",,
"Kei River mouth, Eastern Cape Province, South Africa",,
"Tugela River Mouth, KwaZulu-Natal, South Africa",,
"Little Brak River, Western Cape Province, South Africa",-34.0877778,22.1477778
"Bradleys Head, Sydney, New South Wales, Australia",-33.8532883,151.2460606
"Porto Seguro, Brazil",-16.443473,-39.064251
"Kiah Creek, Eden, New South Wales, Australia",,
"a river, Fiji",,
"Bondoc Peninsula, Luzon Island, Philippines",,
"Off Cairns, Queensland, Australia",-16.958722,145.7470764
"Near Thursday Island, Queensland, Australia",,
"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie, Salinas Bay, Nicaragua",,
"Salinas Bay, Nicaragua",,
"Menzies Bay, Banks Peninsula,, South Island, New Zealand",,
"Catalina Channel, Los Angeles County, California, United States",33.71571,-118.3177076
"Grey’s Point, Port Hacking, New South Wales, Australia",,
"15 miles up the Cataract River, New South Wales, Australia",,
"Roku Point, Central Province, Papua New Guinea",,
"18 miles southwest of Bermuda, Bermuda",,
"Near Port Moresby, Papua New Guinea",,
"Seaside, Ocean County, New Jersey, United States",39.9427613,-74.0735588
"Varazze, Golfo di Genova in the Ligurian Sea, Italy",,
"Golfo di Genova in the Ligurian Sea, Italy",,
"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County, California, United States",,
"Casa Antunez Beach, Barcelona, Sants-Montjic, Spain",,
"Sants-Montjic, Spain",,
"Hale'iwa, O'ahu, Hawaii, United States",,
"Hilo Bay Yacht Club, Hilo, Hawai'i, Hawaii, United States",,
"West Beach, Brighton, South Australia, Australia",,
"Hamburg, Eastern Cape Province, South Africa",-33.2917219,27.4557213
"Rarotonga, Cook Islands, New Zealand",,
"Sea View Beach, Singapore",,
"Condado Beach, San Juan, Puerto Rico, United States",18.4577417,-66.0732697
"Valencia, Valencia, Spain",39.4697065,-0.3763353
"Off Shanklin, Isle of Wight, United Kingdom",,
"Princess Royal Harbor, near King George’s Sound, Western Australia, Australia",,
"Second Narrows in Burrard Inlet, Vancouver, Canada",,
"Vancouver, Canada",49.2608724,-123.113952
"Suva Harbor, Suva, Viti Levu Island, Fiji",,
"Pacific Anchorage off the Panama Canal, Panama",,
"Santurce, Puerto Rico, United States",18.4466626,-66.0686837
"Rangiroa, Tuamotus, French Polynesia",,
"Weymouth, Dorset, United Kingdom",50.6096257,-2.4543424
"Bayboro, Pinellas County, Florida, United States",27.7604011,-82.6291287
"Kiama, New South Wales, Australia",-34.6958202,150.7959123
"Savo Island, Central Province, Solomon Islands",-9.1319101,159.8114666
"Sisargas Islands, Galica, Spain",43.3589933,-8.8414549
"Bronte, New South Wales, Australia",-33.9042128,151.2637774
"St. George’s Strand, Port Elizabeth, Eastern Cape Province, South Africa",,
"Near Asbestos Works, Camellia, Parramatta River, New South Wales, Australia",,
"Murwillumbah, Tweed River, New South Wales, Australia",,
"Urunga, Belliger Heads, New South Wales, Australia",,
"Condon, 88 km NE of Port Hedland, Western Australia, Australia",,
"Bellinger Head, New South Wales, Australia",,
"Black Head, south of Taree, New South Wales, Australia",,
"Off the Demerara River, Demerara County, Guyana",,
"Demerara County, Guyana",6.5,-58.083333
"Outside Vera Cruz Harbor, Vera Cruz, Mexico",,
"Vera Cruz, Mexico",-24.1032381,-46.6379462
"Southgates, near Geraldton, Western Australia, Australia",,
"San Juan, Puerto Rico, United States",18.465299,-66.116666
"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth, Western Australia, Australia",,
"20 miles from Havana, Cuba",,
"Sea Bright, Monmouth County, New Jersey, United States",40.3615488,-73.9742051
"Fort Drum, Manila Bay, Philippines",,
"Manila Bay, Philippines",14.5830475,120.7728411
"Pialba Beach near Maryborough, Queensland, Australia",,
"Pie Corner, Lucy, Barbados",13.3069969,-59.5844074
"Keawanui, Kamalo, Moloka'i, Hawaii, United States",,
"Hornsea, East Yorkshire, United Kingdom",53.914974,-0.173932
"Nahant, Massachusetts, United States",42.4264859,-70.9189371
"Pablo Beach, Jacksonville, Duval County, Florida, United States",30.2844669,-81.3958558
"Municipal Pier, St. Petersburg, Tampa bay, Florida, United States",,
"Savanna-la-Mar, Westmoreland Parish, Jamaica",,
"Simon’s Town, False Bay, Western Cape Province, South Africa",,
"Bilgola Beach, Sydney, New South Wales, Australia",-33.6454562,151.3278868
"Shatt-al Arab River, Iraq",30.4574266,48.035851
"Fitzroy River at  Rockhampton, Queensland, Australia",-23.1960125,150.3807083
"Gay’s Corner, Bulimba Reach of Brisbane River, Queensland, Australia",,
"Rewa River, Viti Levu Island, Fiji",,
"Off Hinchinbrook Island, Queensland, Australia",,
"Fort Frank, Manila Bay, Luzon Island, Philippines",,
"Havana Harbor, Cuba",23.1299328,-82.3224825
"Cavite Province, Luzon, Philippines",17.1266469,120.4470504
"Marine Dock, Cape Haitien, Haiti",,
"Cape Haitien, Haiti",19.7641096,-72.1974881
"Leyte, Philippines",10.7841157,124.892321
"Woodcliff Channel, Freeport, Long Island, New York, United States",,
"200 miles from MacKay, Torres Strait, Australia",,
"Englewood Beach, Charlotte County, Florida, United States",26.9233958,-82.3598179
"Slaunwhite's Ledge, Hubbard Cove, Halifax, Canada",,
"Halifax, Canada",44.648618,-63.5859487
"Between Bay Rock & Magnetic Island, Cleveland Bay, Queensland, Australia",,
"Zwartkops River, Eastern Cape Province, South Africa",,
"Stanley Bay, Auckland Harbor, North Island, New Zealand",,
"Tugela River, KwaZulu-Natal, South Africa",-28.7486035,30.2108681
"Brible Island, Queensland, Australia",,
"Pelican Island, Macleay River, New South Wales, Australia",,
"Where Colorado River enters the sea, Turtle Bogue, Costa Rica",,
"Turtle Bogue, Costa Rica",,
"Gadsden Point, Tampa Bay, Florida, United States",,
"James Island Sound, Charleston, South Carolina, United States",,
"Florida Keys 25ºN,82ºW, Florida, United States",,
"Tahuna Beach, Nelson, South Island, New Zealand",,
"Sirius Cove, Sydney Harbor, New South Wales, Australia",,
"Near Panama City, Bay County, Florida, United States",30.1811558,-85.7143209
"Papaikou plantation, Hawaii, United States",,
"Muchoir Banks, 60 miles north of San Domingo in the West Indies, San Domingo",,
"60 miles north of San Domingo in the West Indies, San Domingo",,
San Domingo,13.3382274,-16.3856349
"Near Cairns, Queensland, Australia",-16.9132306,145.722431
"Port Hedland, Western Australia, Australia",-20.3111814,118.5801181
"Nanakuli, Oah’u, Hawaii, United States",,
"Colon, Panama",9.3553005,-79.8974085
"Mississippi, United States",32.9715285,-89.7348497
"82 miles from Fastnet, Off Ireland, Ireland",,
"Off Ireland, Ireland",54.6139225,-5.9208379
"Calibogue Sound, South Carolina, United States",32.0789662,-80.8620191
"Canacao Bay, Luzon Island, Philippines",,
Kuwait,29.2733964,47.4979476
"Tripoli, Libya",32.896672,13.1777923
"Seven Shillings Beach, Middle Harbor, Sydney (Estuary), New South Wales, Australia",,
"Panama Canal, Panama",8.9988205,-79.6024233
"Kissing Point Camp, Townsville, Queensland, Australia",,
"Sewell’s Point, near Palm Beach, Florida, United States",,
"off Grand Lake, Cameron Parish, Louisiana, United States",,
"Atlantic, near New Bern, Craven County, North Carolina, United States",,
"Sheepshead Bay, Brooklyn, New York, United States",40.5912161,-73.9445822
"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County, New Jersey, United States",,
"Matawan Creek, 10 miles from the sea, Monmouth County, New Jersey, United States",,
"Las Palmas, Gran Canaria, Spain",28.0744336,-15.4513642
"Olongapo Harbor, Subic Bay, Luzon Island, Philippines",,
"Spring Lake, Monmouth County, New Jersey, United States",40.1535132,-74.0293941
"Beach Haven, Ocean County, New Jersey, United States",39.5629516,-74.2405522
"Atlantic City, Atlantic County, New Jersey, United States",39.3642852,-74.4229351
"Manley Beach, New South Wales, Australia",,
"Carrum, Victoria, Australia",-38.0775251,145.1230622
"Curl Curl, New South Wales, Australia",-33.7698341,151.2898175
"Cabbage Tree Creek, Sandgate, Queensland, Australia",-27.3308857,153.0668746
"St. Augustine, St Johns County, Florida, United States",29.8946952,-81.3145395
"Santa Maria Bar, Mexico",42.0066725,-4.5335124
"Alexandria, Egypt",31.1991806,29.8951716
"Wynnum-Manley, Queensland, Australia",,
"Otaki, North Island, New Zealand",,
"Soldier Key, Miami-Dade County, Florida, United States",25.5903207,-80.1611279
"Opposite Apelima &  Manona, Apolima Strait, Samoa",,
"Apolima Strait, Samoa",-13.8043645,-172.1797217
"Biograd na moru, Zadar County, Croatia",43.9377147,15.4477635
"Rijeka, Primorje-Gorski Kotar County, Croatia",45.3267976,14.442208
"Between St. Stjepan and Budva, Adriatic Sea, Montenegro",,
"Sandringham, Victoria, Australia",-37.9502592,145.0043868
"Noumea, South Province, New Caledonia",-22.2745264,166.442419
"Essequibo River Mouth, Essequibo, Guyana",,
"Essequibo, Guyana",4.3561036,-58.4785509
"Honomu, Hawai'i, Hawaii, United States",19.8691808,-155.1115051
"Marion Bay, South Australia, Australia",-35.2355806,136.9808376
"Paramatta River, New South Wales, Australia",-33.7986279,150.9963593
"off Neuvitas, Cuba",,
"Lagos, Lagos, Nigeria",6.4550575,3.3941795
"Sandgate Jetty, Brisbane, Queensland, Australia",,
"West Palm Beach, Palm Beach County, Florida, United States",26.715364,-80.0532942
"Pula, Istria County, Croatia",44.8702281,13.8455311
"Lavalette, Ocean County, New Jersey, United States",39.7850555,-74.2284715
"Trieste, Italy",45.6496485,13.7772781
"Port Limon, Costa Rica",9.9887284,-83.0238287
"John's Pass, Pinellas County, Florida, United States",27.7858667,-82.7822699
"Apia Harbor, Upolu Island, Samoa",,
"Barachoise bridge, Saint-Denis, Reunion",,
"Barachois, 5aint-Denis, Reunion",,
"5aint-Denis, Reunion",,
"Brighton, Victoria, Australia",-37.9081962,144.9957991
"Savo, Central Province, Solomon Islands",-9.1319101,159.8114666
"Takapuna, North Island, New Zealand",,
"Fig Tree Bridge, Lane Cove River, near Sydney, New South Wales, Australia",,
"Beqa, Viti Levu group, Fiji",,
"Viti Levu group, Fiji",,
"Ross Creek, Queensland, Australia",-26.096619,152.7462577
"Isla Cabrera, Balearics, Spain",,
"Balearics, Spain",,
"Galveston Ship Channel, Texas, United States",,
"Ceuta, Málaga, Spain",36.6518485,-4.5141649
"Delaware Lightship, Delaware, United States",,
"Victoria Bay, Western Cape Province, South Africa",-34.0055872,22.5497448
"Rockport, Aransas County, Texas, United States",28.0205733,-97.0544341
"Off Legendre Island, Western Australia, Australia",,
"Texas City, Galveston, Texas, United States",29.396013,-94.9175485
"Manukau Harbor, 6 miles south of Auckland, North Island, New Zealand",,
"Mackay, Queensland, Australia",-21.141956,149.1865149
"LaBarra, Mexico",,
"Portuguese territory, Zambesi River, Mozambique",,
"Zambesi River, Mozambique",,
"Off Fort Gaines, Dauphin Island, Mobile County, Alabama, United States",,
"Cristobal, Colón Province, Panama",,
"Colón Province, Panama",9.1929874,-79.6525424
"Waikanae Beach, Gisborne, North Island, New Zealand",,
"Polinao Point, Manila, Luzon Island, Philippines",,
"16 miles north of Fort Pierce Inlet, Indian River County, Florida, United States",,
"Lewes, Sussex County, Delaware, United States",38.7733961,-75.1379574
"Zacatula, Guerrero, Mexico",18.008889,-102.178056
"Cape Town, Western Cape Province, South Africa",-33.9288301,18.4172197
"Puente Mayorga, San Roque, Cádiz, Andalucia, Spain",36.1811753,-5.3860788
"Pa'uwela, Maui, Hawaii, United States",,
"Sfax, Tunisia",34.7394361,10.7604024
"Possession Island, South Atlantic Ocean, South Africa",,
"South Atlantic Ocean, South Africa",,
"Off Capo San Croce, near Augusta (Catania), Sicily, Italy",,
"Woy Woy, New South Wales, Australia",-33.4880548,151.3274925
"Stilbaai, Western Cape Province, South Africa",-34.368333,21.411111
"Redondo, Los Angeles County, California, United States",33.8398289,-118.3845942
"Cape Finisterre, Galicia, Spain",42.8825,-9.2722222
"Tazacorte, La Palma, Canary Islands, Spain",,
"Medola, Adriatic Sea, Croatia",,
"Off Ras Gharib, Gulf of Suez, Egypt",,
"Gulf of Suez, Egypt",28.7037243,33.0203809
"Matupi, New Britain, Papua New Guinea",,
"Jakarta Harbor, Java, Indonesia",,
"Java, Indonesia",-6.7115076,110.6337137
"Mana, Kaua'i, Hawaii, United States",,
"Middle Harbour, Sugarloaf Bay, Sydney (Estuary), New South Wales, Australia",,
"Sharp Peak, Sai Kung Peninsula, New Territories, Hong Kong, China",,
"Merewether Beach, near Newcastle, New South Wales, Australia",,
"Aux Cayes (now Les Cayes), Tiburon Peninsula, Haiti",,
"Tiburon Peninsula, Haiti",18.3486007,-73.3827983
"Kalepolepo, Kihei, Maui, Hawaii, United States",20.7653942,-156.4588367
"English Channel, United Kingdom",50.780805,-0.678208
"Sucurja, Hvar Island,, Split-Dalmatia Count,, Croatia",,
"Krk Island, Primorje-Gorski Kotar County, Croatia",45.0901955,14.5496681
"Lower Delaware Bay, New Jersey, United States",,
"Sućuraj, Hvar Island, Split-Dalmatia Count,, Croatia",,
"Karra Garra, Queensland, Australia",,
"Small creek near Coles Island, South Carolina, United States",,
"Salina Cruz, Oaxaca, Mexico",16.1977788,-95.2131936
"Garden Key, Charlotte County, Florida, United States",,
"Marsaskala, Harare Province, Malta",,
"Harare Province, Malta",-17.8450199,31.0650347
"Manila Bay, Luzon Island, Philippines",,
"Port Moeraki, South Island, New Zealand",,
"Nha Trang, Khánh Hòa Province, Vietnam",12.2084991,109.2871204
"Pepe'ekeo, Honomu, Hawai'i, Hawaii, United States",,
"Cabaritta River mouth, Westmoreland Parish, Jamaica",,
"Lorok Bay, Java, Indonesia",,
"Mabiuag, Torres Strait, Australia",,
"Avalon, Los Angeles County, California, United States",33.34221,-118.3272612
"Aden, Yemen",12.789585,45.028504
"Tangier Sound, Somerset County, Maryland, United States",37.9978282,-75.9337202
"Bay St. Louis, Hancock County, Mississippi, United States",30.3105666,-89.3275482
"Lourenco Marques, Maputo Province, Mozambique",,
"Aru Islands, Maluku Province, Indonesia",,
"Maluku Province, Indonesia",-3.6943442,128.1826129
"Western Port Bay, Victoria, Australia",-38.3823439,145.4683243
"40 miles from Tahane Island, Indonesia",,
"Moodie Beach, New South Wales, Australia",,
"Mototapu Island, North Island, New Zealand",,
"Georges River, New South Wales, Australia",-34.0392423,150.8946067
"Back Beach, Durban, KwaZulu-Natal, South Africa",,
"Waverly, Sydney, New South Wales, Australia",-34.0012436,151.0464078
"Port Said, Suez Canal, Egypt",,
"Suez Canal, Egypt",30.6052767,32.3331003
"Davis Shore, east of Beaufor, Carteret Countyt, North Carolina, United States",,
"Naples, Italy",40.8358846,14.2487679
"Off Rakit Island, Nusa Tenggara, Indonesia",,
"Nusa Tenggara, Indonesia",-9.0,120.0
"Lismore, New South Wales, Australia",-28.8077608,153.2791883
"Bridport, Tasmania, Australia",-41.0022767,147.3925192
"Elwood, Victoria, Australia",-37.8788568,144.9855487
"Cape Lookout, Carteret County, North Carolina, United States",34.6054423,-76.536312
"Inner Harbor, Olongapo, Luzon Island, Philippines",,
"Havana Harbor, Havana Province, Cuba",,
"Caibarien Harbor, Villa Clara Province, Cuba",,
"Villa Clara Province, Cuba",22.4019308,-79.9576234
"Shrewsbury River,  Monmouth County, New Jersey, United States",40.3607987,-73.9770235
"Ancona, Ancona Province, Italy",,
"Ancona Province, Italy",43.623638,13.5110559
"Waitara, North Island, New Zealand",,
"Swimming off the British steamer Troutpool, Reunion Island",,
"Tayabas, Quezon, Philippines",14.0263471,121.5918364
"Off Diamond Head, Honolulu, O'ahu, Hawaii, United States",,
Falkland Islands,-51.9492937,-59.5383657
"Coatzacoalcos, Veracruz, Mexico",18.1405019,-94.4344003
"Logan River, Queensland, Australia",-27.9380952,152.9734024
"Lane Cove River, Sydney Harbor (Estuary), New South Wales, Australia",,
"Koko Head, south side of O'ahu Island, Hawaii, United States",,
"Greytown, Rio San Juan, Nicaragua",10.946566,-83.7356688
"Middle Harbour, Sydney, New South Wales, Australia",-33.7911216,151.234175
"Near Port Lavaca, Calhoun County, Texas, United States",,
"Nicotera, Calabria, Italy",38.5533147,15.9386835
"Porec, Istria County, Croatia",45.2271961,13.5957333
"Kalihi, O'ahu, Hawaii, United States",,
"Galliera dock, Genoa, Liguria, Italy",,
"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island, Zamboanga del Sur Province, Philippines",,
"Kerosene Bay, New South Wales, Australia",-33.8403646,151.1907942
"Port Isabela de Basilan, Zamboanga del Sur Province, Philippines",,
"Larnaca, Southern Cyprus, Cyprus",,
"Southern Cyprus, Cyprus",,
Cyprus,34.9174159,32.8899027
"Windmill Beach, Western Cape Province, South Africa",-34.2011851,18.4563526
"Capo Santa Croce, Syracuse, Italy",37.242806,15.2580231
"Island of Panay, Iliolo, Western Viscayas, Philippines",,
"Western Viscayas, Philippines",,
"Indian River Inlet / Fort Pierce Inlet, Florida, United States",,
"Three Anchor Bay, Western Cape Province, South Africa",-33.9091667,18.3955556
"Woodstock Beach, Cape Town, Western Cape Province, South Africa",-33.9252698,18.4472731
"Coddington Cove, Rhode Island, United States",41.5232973,-71.3175071
"Waikiki Beach, Oahu, Hawaii, United States",,
"Southport, Brunswick County, North Carolina, United States",33.921563,-78.0202677
"Volosko, Opatija, Primorje-Gorski Kotar County, Croatia",45.3483902,14.3200644
"Makapu'u Point, O'ahu, Hawaii, United States",,
"Bridgeport, Fairfield County, Connecticut, United States",,
"Tingalpa Creek, Queensland, Australia",-27.5904599,153.1819039
"Off Lubang Island, Mindoro Occidental, Philippines",,
"Mindoro Occidental, Philippines",13.0000021,120.9166666
"Off Bengasi, Libya",,
"Trout River, Panama Park, Florida, United States",30.3900068,-81.6436909
"Port Said, Egypt",31.263235,32.305505
"Bagnara Calabra, Calabria, Italy",38.288471,15.807795
"East Cape, North Island, New Zealand",,
"Escalante, Negros, Philippines",10.8412587,123.499306
"Bordighera, Imperia Province, Italy",,
"Imperia Province, Italy",46.1425447,10.9665729
"St. John's River, Florida, United States",30.2875933,-81.4127268
"Near a small wreck in a channel at Indian Key, Florida, United States",,
"The Narrows, Queensland, Australia",-23.5992025,150.9509111
"Off Kohala, Hawaii, United States",,
"Prince's Bay, Staten Island, New York, United States",40.525526,-74.2000583
"St. John's River, Jacksonville, Duval County, Florida, United States",30.4308049,-81.5506129
"Outer Harbor, Aden, Yemen",,
"Sapper Bay, Aden, Yemen",12.7825716,44.9721938
"Santiago de Cuba, Santiago de Cuba Province, Cuba",,
"Muala, Fiji",,
"Colombo Harbor, Sri Lanka",,
Sri Lanka,7.5554942,80.7137847
Crete,35.3084952,24.4633423
"Ramshorn Creek, South Carolina, United States",32.1216288,-80.8980041
"Nuevitas Harbor, Camaguey Province, Cuba",,
"a creek near Jacksonville, Duval County, Florida, United States",,
"East coast, United States",39.945898,-75.0918159
"Vera Cruz Harbor, Vera Cruz, Mexico",,
"Ailuk Island, Ratak, Marshall Islands",10.2204503,169.9820473
"Point Judith, Rhode Island, United States",41.3653803,-71.4867226
"Elliott Cut, Charleston County, South Carolina, United States",32.7691132,-79.9924368
"Socotra, Socotra Islands, Yemen",,
"Socotra Islands, Yemen",12.5074541,53.8930221
"30 miles south of Lynn, Massachusetts, United States",,
"Marine Parade, Napier, Hawke Bay, North Island, New Zealand",,
"Hoiktika, South Island, New Zealand",,
"Johnstone's Bay, Sydney, New South Wales, Australia",,
"Off Cape Haitien, Haiti",,
Haiti,19.1399952,-72.3570972
"West Balmain, Sydney, New South Wales, Australia",-33.8615959,151.1812094
"Bridgetown, St Michael Parish, Barbados",,
"Near the mouth of the Cape Fear River, Brunswick County, North Carolina, United States",,
"Noyes Beach, Rhode Island, United States",,
"Raritan Bay, New Jersey, United States",40.4834398,-74.1829212
"Barrow Passage, Western Australia, Australia",,
"Off Gun Cay, Bimini Islands, Bahamas",,
"Preservation Inlet, South Island, New Zealand",,
"Mzimvubu River, Eastern Cape Province, South Africa",-31.1598743,29.2621332
"Oamaru, South Island, New Zealand",,
"South Aroo Island, Moluccas, Indonesia",,
"Moluccas, Indonesia",-3.4593849,126.656549
"Burnett River, Queensland, Australia",-25.3930943,151.6928595
"Bocas del Toro, Panama",9.2684749,-81.9932387
"Dampier's Creek, Broome, Western Australia, Australia",,
"North Beach, St. Augustine, Florida, United States",29.8232298,-81.2728527
"Mobile Bay, Alabama, United States",30.4560157,-88.0111018
"Norfolk, Virginia, United States",36.8493695,-76.2899539
"Rockport, Texas, United States",28.0205733,-97.0544341
"Woolsey's Point, East River, New York, United States",,
"Anastasia Island, Florida, United States",29.8267581,-81.2782122
"Simons Town, Western Cape Province, South Africa",-34.1718532,18.4276659
"New Bern, Craven County, North Carolina, United States",35.1068428,-77.0398762
"Bay of Campeche, Mexico",,
"Amherst, Rangoon, Burma",,
"Rangoon, Burma",16.7967129,96.1609916
"Madras Harbor, Bay of Bengal, India",,
"Bay of Bengal, India",,
"Off Volusca, Opatija, Primorje-Gorski Kotar County, Croatia",,
"Off Manila, Luzon Island, Philippines",,
"Mouth of the Nun River, Bayelsa State, Nigeria",,
"Bayelsa State, Nigeria",4.7629786,6.028898
"Off Tripoli, Lebanon",,
Lebanon,33.8750629,35.843409
"Between Kadavu & Beqa, Fiji",,
"Torres Strait, Queensland, Australia",-10.416667,142.166667
"Chimney Point, George’s Bay, Tasmania, Australia",,
"Downs River, South Island?, New Zealand",,
"South Island?, New Zealand",-43.586562,171.2123294
"One week out of Pápete, French Polynesia",,
"Norfolk Island, Australia",-29.0328038,167.9483137
"Wellington Point, Brisbane, Queensland, Australia",-27.4869732,153.2393435
"Velasco, Texas, United States",28.9619144,-95.360495
"Brest, Brittany, France",48.3905283,-4.4860088
"Rockhampton, North Island, New Zealand",,
"Fort de France, Martinique",14.6027962,-61.0676724
"Flint Island, Line Islands, Kiribati",-11.4301501,-151.8199008
"Off Cape Breton Island, Nova Scotia, Canada",,
"Off Longport, Atlantic County, New Jersey, United States",,
"Hampton Roads, Virginia, United States",36.9507552,-76.4114187
Paraguay,-23.3165935,-58.1693445
"Port Royal Harbour, Kingston Parish, Jamaica",,
"Off Panamota, Woodlark Islands, Papua New Guinea",,
"Woodlark Islands, Papua New Guinea",-9.1226016,152.8075983
"Off Normandie-by-the-Sea, Monmouth County, New Jersey, United States",,
"Apia Harbour, Upolu Island, Samoa",,
"Fiume, Croatia",45.3267976,14.442208
Ceylon,7.8771833,80.6625544
"Marsascala, Malta",35.8629162,14.5591879
"Derwent River (empties into the sea at Hobart), Tasmania, Australia",,
"Tuticorin, Tamil Nadu, India",8.8052602,78.1452745
"Lampton Harbour, Wellington, North Island, New Zealand",,
"Patras, Northern Peloponnese, Greece",,
"Northern Peloponnese, Greece",39.7942755,19.819142
"Bowen, Queensland, Australia",-20.012125,148.2462901
"Honolulu, Hawaii, United States",21.304547,-157.855676
"Madras, Tamil Nadu, India",13.0836939,80.270186
"Fernandina, Nassau County, Florida, United States",30.6712285,-81.4630025
"West Bay near Galveston, Texas, United States",,
"Port Phillip, Victoria, Australia",-38.1046482,144.7798547
"Hillsborough Bay, Florida, United States",27.8658388,-82.4503945
